"date","Strike","Close"
2015-09-09,"450",2
2015-09-09,"460",1.625
2015-09-09,"470",1.25
2015-09-09,"480",1
2015-09-09,"490",0.875
2015-09-09,"500",0.75
2015-09-09,"510",0.625
2015-09-09,"540",0.25
2015-09-09,"560",0.125
2015-09-08,"320",50.75
2015-09-08,"350",28
2015-09-08,"355",25
2015-09-08,"360",22.25
2015-09-08,"365",19.75
2015-09-08,"370",17.375
2015-09-08,"375",15.25
2015-09-08,"380",13.375
2015-09-08,"385",11.75
2015-09-08,"390",10.25
2015-09-08,"395",8.875
2015-09-08,"400",7.75
2015-09-08,"405",6.75
2015-09-08,"410",6
2015-09-08,"415",5.25
2015-09-08,"420",4.5
2015-09-08,"430",3.5
2015-09-08,"435",3
2015-09-08,"440",2.625
2015-09-08,"450",2.125
2015-09-08,"460",1.625
2015-09-08,"470",1.25
2015-09-08,"480",1
2015-09-08,"500",0.625
2015-09-08,"510",0.5
2015-09-08,"520",0.375
2015-09-08,"540",0.25
2015-09-08,"550",0.25
2015-09-04,"320",45.875
2015-09-04,"345",27.125
2015-09-04,"350",24
2015-09-04,"355",21.25
2015-09-04,"360",18.625
2015-09-04,"365",16.375
2015-09-04,"370",14.25
2015-09-04,"375",12.5
2015-09-04,"380",10.875
2015-09-04,"385",9.375
2015-09-04,"390",8.125
2015-09-04,"395",7
2015-09-04,"400",6
2015-09-04,"405",5.25
2015-09-04,"410",4.625
2015-09-04,"415",4
2015-09-04,"420",3.375
2015-09-04,"425",3
2015-09-04,"430",2.625
2015-09-04,"435",2.25
2015-09-04,"440",2
2015-09-04,"445",1.75
2015-09-04,"450",1.5
2015-09-04,"455",1.25
2015-09-04,"460",1.125
2015-09-04,"470",0.875
2015-09-04,"480",0.75
2015-09-04,"490",0.625
2015-09-04,"500",0.5
2015-09-04,"510",0.375
2015-09-04,"520",0.25
2015-09-04,"540",0.25
2015-09-04,"550",0.125
2015-09-04,"560",0.125
2015-09-04,"600",0.125
2015-09-03,"345",26.5
2015-09-03,"350",23.5
2015-09-03,"355",20.875
2015-09-03,"360",18.375
2015-09-03,"365",16.125
2015-09-03,"370",14.125
2015-09-03,"375",12.375
2015-09-03,"380",10.75
2015-09-03,"385",9.375
2015-09-03,"390",8.125
2015-09-03,"395",7
2015-09-03,"400",6.125
2015-09-03,"405",5.25
2015-09-03,"410",4.625
2015-09-03,"415",4
2015-09-03,"420",3.5
2015-09-03,"425",3
2015-09-03,"430",2.625
2015-09-03,"435",2.25
2015-09-03,"440",2
2015-09-03,"445",1.875
2015-09-03,"450",1.625
2015-09-03,"455",1.375
2015-09-03,"460",1.25
2015-09-03,"470",1
2015-09-03,"480",0.75
2015-09-03,"490",0.625
2015-09-03,"500",0.5
2015-09-03,"510",0.375
2015-09-03,"520",0.25
2015-09-03,"540",0.25
2015-09-03,"550",0.125
2015-09-02,"340",34.875
2015-09-02,"350",28.125
2015-09-02,"355",25.125
2015-09-02,"360",22.5
2015-09-02,"365",20
2015-09-02,"370",17.75
2015-09-02,"375",15.75
2015-09-02,"380",13.875
2015-09-02,"385",12.25
2015-09-02,"390",10.75
2015-09-02,"395",9.5
2015-09-02,"400",8.375
2015-09-02,"405",7.375
2015-09-02,"410",6.375
2015-09-02,"415",5.5
2015-09-02,"420",4.875
2015-09-02,"425",4.25
2015-09-02,"430",3.75
2015-09-02,"440",2.875
2015-09-02,"445",2.5
2015-09-02,"450",2.25
2015-09-02,"455",2
2015-09-02,"460",1.75
2015-09-02,"470",1.375
2015-09-02,"480",1.125
2015-09-02,"490",0.875
2015-09-02,"500",0.75
2015-09-02,"510",0.625
2015-09-02,"550",0.25
2015-09-02,"560",0.25
2015-09-02,"570",0.125
2015-09-02,"600",0.125
2015-09-01,"345",32.25
2015-09-01,"350",29
2015-09-01,"360",23.25
2015-09-01,"365",20.625
2015-09-01,"370",18.25
2015-09-01,"375",16.125
2015-09-01,"380",14.25
2015-09-01,"385",12.5
2015-09-01,"390",11
2015-09-01,"395",9.625
2015-09-01,"400",8.5
2015-09-01,"405",7.5
2015-09-01,"410",6.5
2015-09-01,"420",5
2015-09-01,"425",4.375
2015-09-01,"430",3.875
2015-09-01,"440",3
2015-09-01,"445",2.625
2015-09-01,"450",2.375
